resolution_id,resolution_type
1810,Corrective Action Taken; Contract Language/Legal Issue; Complaint Withdrawn
1811,Corrective Action Taken; Contract Language/Legal Issue; Information Furnished
1812,Corrective Action Taken; Contract Language/Legal Issue; No Jurisdiction
1813,Corrective Action Taken; Contract Language/Legal Issue; Overpaid Claim Recouped
1814,Corrective Action Taken; Contract Language/Legal Issue; Policy Issued/Restored
1815,Corrective Action Taken; Contract Language/Legal Issue; Policy Not In Force
1816,Corrective Action Taken; Contract Language/Legal Issue; Premium Refunded
1817,Corrective Action Taken; Contract Language/Legal Issue; Question of Fact
1818,Corrective Action Taken; Contract Language/Legal Issue; Referred for Disciplinary Actn
1819,Corrective Action Taken; Contract Language/Legal Issue; Referred To
1820,Corrective Action Taken; Contract Language/Legal Issue; Stat Pen Pd-46 To 90 Dys Late
1821,Corrective Action Taken; Contract Language/Legal Issue; Stat Pen Pd-Over 90 Dys Late
1822,Corrective Action Taken; Contract Language/Legal Issue; Stat Pen Pd-Up To 45 Dys Late
1823,Corrective Action Taken; Failure to Timely Respond
1824,Corrective Action Taken; Failure to Timely Respond; Additional Monies Received
1825,Corrective Action Taken; Failure to Timely Respond; Additional Payment Expected
1826,Corrective Action Taken; Failure to Timely Respond; Contract Language/Legal Issue
1827,Corrective Action Taken; Failure to Timely Respond; Information Furnished
1828,Corrective Action Taken; Failure to Timely Respond; Insufficient Information
1829,Corrective Action Taken; Failure to Timely Respond; Policy Issued/Restored
1830,Corrective Action Taken; Failure to Timely Respond; Premium Refunded
1831,Corrective Action Taken; Failure to Timely Respond; Question of Fact
1832,Corrective Action Taken; Failure to Timely Respond; Referred for Disciplinary Actn
1833,Corrective Action Taken; FM Warning Ltr; Question of Fact
1834,Corrective Action Taken; Information Furnished
1835,Corrective Action Taken; Information Furnished; Additional Monies Received
1836,Corrective Action Taken; Information Furnished; Additional Payment Expected
1837,Corrective Action Taken; Information Furnished; Cancellation Withdrawn
1838,Corrective Action Taken; Information Furnished; Cash Surrender Paid
1839,Corrective Action Taken; Information Furnished; Claim Settled
1840,Corrective Action Taken; Information Furnished; Company Position Upheld
1841,Corrective Action Taken; Information Furnished; Consumer Withdraw
1842,Corrective Action Taken; Information Furnished; Contract Language/Legal Issue
1843,Corrective Action Taken; Information Furnished; Failure to Timely Respond
1844,Corrective Action Taken; Information Furnished; No Jurisdiction
1845,Corrective Action Taken; Information Furnished; Non-Renewal Rescinded
1846,Corrective Action Taken; Information Furnished; Policy Issued/Restored
1847,Corrective Action Taken; Information Furnished; Policy Not In Force
1848,Corrective Action Taken; Information Furnished; Premium Refunded
1849,Corrective Action Taken; Information Furnished; Question of Fact
1850,Corrective Action Taken; Information Furnished; Rate Problem Resolved
1851,Corrective Action Taken; Information Furnished; Referred for Disciplinary Actn
1852,Corrective Action Taken; Information Furnished; Referred To
1853,Corrective Action Taken; Information Furnished; Stat Pen Pd-46 To 90 Dys Late
1854,Corrective Action Taken; Information Furnished; Stat Pen Pd-Over 90 Dys Late
1855,Corrective Action Taken; Insufficient Information
1856,Corrective Action Taken; Insufficient Information; Additional Monies Received
1857,Corrective Action Taken; Mediation Billed Amount; Mediation Not Eligible
1858,Corrective Action Taken; No Enforcement Case Opened
1859,Corrective Action Taken; No Jurisdiction
1860,Corrective Action Taken; No Jurisdiction; Additional Monies Received
1861,Corrective Action Taken; No Jurisdiction; Additional Payment Expected
1862,Corrective Action Taken; No Jurisdiction; Claim Settled
1863,Corrective Action Taken; No Jurisdiction; Contract Language/Legal Issue
1864,Corrective Action Taken; No Jurisdiction; Information Furnished
1865,Corrective Action Taken; No Jurisdiction; Premium Refunded
1866,Corrective Action Taken; No Jurisdiction; Referred To
1867,Corrective Action Taken; Non-Renewal Rescinded
1868,Corrective Action Taken; Non-Renewal Rescinded; Additional Monies Received
1869,Corrective Action Taken; Non-Renewal Rescinded; Contract Language/Legal Issue
1870,Corrective Action Taken; Non-Renewal Rescinded; Information Furnished
1871,Corrective Action Taken; Non-Renewal Rescinded; Question of Fact
1872,Corrective Action Taken; Other
1873,Corrective Action Taken; Other; Information Furnished
1874,Corrective Action Taken; Overpaid Claim Recouped; Additional Monies Received
1875,Corrective Action Taken; Overpaid Claim Recouped; Contract Language/Legal Issue
1876,Corrective Action Taken; Policy Issued/Restored
1877,Corrective Action Taken; Policy Issued/Restored; Additional Monies Received
1878,Corrective Action Taken; Policy Issued/Restored; Additional Payment Expected
1879,Corrective Action Taken; Policy Issued/Restored; Agent Resp Recvd
1880,Corrective Action Taken; Policy Issued/Restored; Cancellation Withdrawn
1881,Corrective Action Taken; Policy Issued/Restored; Claim Settled
1882,Corrective Action Taken; Policy Issued/Restored; Contract Language/Legal Issue
1883,Corrective Action Taken; Policy Issued/Restored; Information Furnished
1884,Corrective Action Taken; Policy Issued/Restored; No Jurisdiction
1885,Corrective Action Taken; Policy Issued/Restored; Non-Renewal Rescinded
1886,Corrective Action Taken; Policy Issued/Restored; Question of Fact
1887,Corrective Action Taken; Policy Not In Force
1888,Corrective Action Taken; Policy Not In Force; Claim Settled
1889,Corrective Action Taken; Policy Not In Force; Contract Language/Legal Issue
1890,Corrective Action Taken; Policy Not In Force; Information Furnished
1891,Corrective Action Taken; Policy Not In Force; Premium Refunded
1892,Corrective Action Taken; Premium Refund
1893,Corrective Action Taken; Premium Refunded
1894,Corrective Action Taken; Premium Refunded; Additional Monies Received
1895,Corrective Action Taken; Premium Refunded; Additional Payment Expected
1896,Corrective Action Taken; Premium Refunded; Cash Surrender Paid
1897,Corrective Action Taken; Premium Refunded; Complaint Withdrawn
1898,Corrective Action Taken; Premium Refunded; Consumer Withdraw
1899,Corrective Action Taken; Premium Refunded; Contract Language/Legal Issue
1900,Corrective Action Taken; Premium Refunded; Information Furnished
1901,Corrective Action Taken; Premium Refunded; No Enforcement Case Opened
1902,Corrective Action Taken; Premium Refunded; Policy Issued/Restored
1903,Corrective Action Taken; Premium Refunded; Policy Not In Force
1904,Corrective Action Taken; Premium Refunded; Question of Fact
1905,Corrective Action Taken; Premium Refunded; Rate Problem Resolved
1906,Corrective Action Taken; Premium Refunded; Referred for Disciplinary Actn
1907,Corrective Action Taken; Question of Fact
1908,Corrective Action Taken; Question of Fact; Additional Monies Received
1909,Corrective Action Taken; Question of Fact; Additional Payment Expected
1910,Corrective Action Taken; Question of Fact; Claim Settled
1911,Corrective Action Taken; Question of Fact; Company Position Upheld
1912,Corrective Action Taken; Question of Fact; Contract Language/Legal Issue
1913,Corrective Action Taken; Question of Fact; Information Furnished
1914,Corrective Action Taken; Question of Fact; Premium Refunded
1915,Corrective Action Taken; Rate Problem Resolved
1916,Corrective Action Taken; Rate Problem Resolved; Contract Language/Legal Issue
1917,Corrective Action Taken; Rate Problem Resolved; Information Furnished
1918,Corrective Action Taken; Rate Problem Resolved; Premium Refunded
1919,Corrective Action Taken; Record Only
1920,Corrective Action Taken; Record Only; No Jurisdiction
1921,Corrective Action Taken; Referred for Disciplinary Actn
1922,Corrective Action Taken; Referred for Disciplinary Actn; Additional Monies Received
1923,Corrective Action Taken; Referred for Disciplinary Actn; Additional Payment Expected
1924,Corrective Action Taken; Referred for Disciplinary Actn; Claim Settled
1925,Corrective Action Taken; Referred for Disciplinary Actn; Failure to Timely Respond
1926,Corrective Action Taken; Referred for Disciplinary Actn; Information Furnished
1927,Corrective Action Taken; Referred for Disciplinary Actn; Opened/Linked to Case File
1928,Corrective Action Taken; Referred for Disciplinary Actn; Premium Refunded
1929,Corrective Action Taken; Referred for Disciplinary Actn; Rate Problem Resolved
1930,Corrective Action Taken; Referred To
1931,Corrective Action Taken; Referred To; Additional Monies Received
1932,Corrective Action Taken; Referred To; Additional Payment Expected
1933,Corrective Action Taken; Referred To; Information Furnished
1934,Corrective Action Taken; Referred To; Policy Not In Force
1935,Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late
1936,Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late; Additional Monies Received
1937,Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late; Claim Settled
1938,Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late; Clean Claims Violation
1939,Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late; Information Furnished
1940,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late
1941,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late; Additional Monies Received
1942,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late; Claim Not Clean
1943,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late; Claim Settled
1944,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late; Clean Claims Violation
1945,Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late; Information Furnished
1946,Corrective Action Taken; Stat Pen Pd-Up To 45 Dys Late
1947,Corrective Action Taken; Stat Pen Pd-Up To 45 Dys Late; Additional Monies Received
1948,Corrective Action Taken; Stat Pen Pd-Up To 45 Dys Late; Claim Settled
1949,Corrective Action Taken; Stat Pen Pd-Up To 45 Dys Late; Clean Claims Violation
1950,DWC Enforcement Directive
1951,DWC Enforcement Directive; Policy Issued/Restored
1952,Earnest Money Paid Out
1953,Earnest Money Paid Out; Information Furnished
1954,Earnest Money Paid Out; Rate Problem Resolved
1955,Entered in Error
1956,Entered Into Arbitration
1957,Entered Into Arbitration; Additional Monies Received
1958,Entered Into Arbitration; Additional Monies Received; Failure to Timely Respond
1959,Entered Into Arbitration; Additional Monies Received; Question of Fact
1960,Entered Into Arbitration; Additional Payment Expected
1961,Entered Into Arbitration; Additional Payment Expected; Question of Fact
1962,Entered Into Arbitration; Claim Settled
1963,Entered Into Arbitration; Claim Settled; Additional Monies Received
1964,Entered Into Arbitration; Company Position Upheld
1965,Entered Into Arbitration; Company Position Upheld; Complainant Retained Attorney
1966,Entered Into Arbitration; Contract Language/Legal Issue
1967,Entered Into Arbitration; Contract Language/Legal Issue; Additional Payment Expected
1968,Entered Into Arbitration; Contract Language/Legal Issue; Question of Fact
1969,Entered Into Arbitration; Information Furnished
1970,Entered Into Arbitration; Information Furnished; Additional Payment Expected
1971,Entered Into Arbitration; No Jurisdiction
1972,Entered Into Arbitration; Question of Fact
1973,Entered Into Arbitration; Question of Fact; Additional Payment Expected
1974,Entered Into Arbitration; Question of Fact; Information Furnished
1975,Entered Into Arbitration; Rate Problem Resolved; Contract Language/Legal Issue
1976,Entered Into Mediation
1977,Entered Into Mediation; Complainant Retained Attorney; Question of Fact
1978,Entered Into Mediation; Contract Language/Legal Issue; Question of Fact
1979,Entered Into Mediation; Information Furnished
1980,Failure to Timely Respond
1981,Failure to Timely Respond; Additional Monies Received
1982,Failure to Timely Respond; Additional Monies Received; Additional Payment Expected
1983,Failure to Timely Respond; Additional Monies Received; Claim Settled
1984,Failure to Timely Respond; Additional Monies Received; Contract Language/Legal Issue
1985,Failure to Timely Respond; Additional Monies Received; Corrective Action Taken
1986,Failure to Timely Respond; Additional Monies Received; Information Furnished
1987,Failure to Timely Respond; Additional Monies Received; No Enforcement Case Opened
1988,Failure to Timely Respond; Additional Monies Received; No Jurisdiction
1989,Failure to Timely Respond; Additional Monies Received; Question of Fact
1990,Failure to Timely Respond; Additional Monies Received; Stat Pen Pd-Up To 45 Dys Late
1991,Failure to Timely Respond; Additional Payment Expected
1992,Failure to Timely Respond; Additional Payment Expected; Additional Monies Received
1993,Failure to Timely Respond; Additional Payment Expected; Claim Settled
1994,Failure to Timely Respond; Additional Payment Expected; Complainant Retained Attorney
1995,Failure to Timely Respond; Additional Payment Expected; Contract Language/Legal Issue
1996,Failure to Timely Respond; Additional Payment Expected; Corrective Action Taken
1997,Failure to Timely Respond; Additional Payment Expected; Information Furnished
1998,Failure to Timely Respond; Additional Payment Expected; Mediation Not Eligible
1999,Failure to Timely Respond; Additional Payment Expected; Premium Refunded
2000,Failure to Timely Respond; Additional Payment Expected; Question of Fact
2001,Failure to Timely Respond; Agent 1st warning
2002,Failure to Timely Respond; Agent 1st warning; Agent Resp Recvd
2003,Failure to Timely Respond; Agent 1st warning; Information Furnished
2004,Failure to Timely Respond; Agent 1st warning; Premium Refunded
2005,Failure to Timely Respond; Agent 1st warning; Question of Fact
2006,Failure to Timely Respond; Agent 1st warning; Referred for Disciplinary Actn
2007,Failure to Timely Respond; Agent 1st warning; Referred To
2008,Failure to Timely Respond; Agent 2nd warning
2009,Failure to Timely Respond; Agent 2nd warning; Referred for Disciplinary Actn
2010,Failure to Timely Respond; Agent Resp Recvd
2011,Failure to Timely Respond; Agent Resp Recvd; Agent 1st warning
2012,Failure to Timely Respond; Agent Resp Recvd; Agent 2nd warning
2013,Failure to Timely Respond; Agent Resp Recvd; Contract Language/Legal Issue
2014,Failure to Timely Respond; Agent Resp Recvd; Information Furnished
2015,Failure to Timely Respond; Appraisal Process Invoked; Question of Fact
2016,Failure to Timely Respond; Cancel/Non-Renewal Upheld
2017,Failure to Timely Respond; Claim Settled
2018,Failure to Timely Respond; Claim Settled; Additional Monies Received
2019,Failure to Timely Respond; Claim Settled; Information Furnished
2020,Failure to Timely Respond; Company Position Upheld
2021,Failure to Timely Respond; Company Position Upheld; Contract Language/Legal Issue
2022,Failure to Timely Respond; Company Position Upheld; Information Furnished
2023,Failure to Timely Respond; Company Position Upheld; Insufficient Information
2024,Failure to Timely Respond; Complainant Retained Attorney; Question of Fact
2025,Failure to Timely Respond; Complaint Withdrawn
2026,Failure to Timely Respond; Contract Language/Legal Issue
2027,Failure to Timely Respond; Contract Language/Legal Issue; Additional Monies Received
2028,Failure to Timely Respond; Contract Language/Legal Issue; Additional Payment Expected
2029,Failure to Timely Respond; Contract Language/Legal Issue; Agent 1st warning
2030,Failure to Timely Respond; Contract Language/Legal Issue; Appraisal Process Invoked
2031,Failure to Timely Respond; Contract Language/Legal Issue; Company Position Upheld
2032,Failure to Timely Respond; Contract Language/Legal Issue; Corrective Action Taken
2033,Failure to Timely Respond; Contract Language/Legal Issue; Information Furnished
2034,Failure to Timely Respond; Contract Language/Legal Issue; Insufficient Information
2035,Failure to Timely Respond; Contract Language/Legal Issue; No Jurisdiction
2036,Failure to Timely Respond; Contract Language/Legal Issue; Question of Fact
2037,Failure to Timely Respond; Contract Language/Legal Issue; Referred for Disciplinary Actn
2038,Failure to Timely Respond; Contract Language/Legal Issue; Referred To
2039,Failure to Timely Respond; Corrective Action Taken
2040,Failure to Timely Respond; Corrective Action Taken; Additional Monies Received
2041,Failure to Timely Respond; Corrective Action Taken; Contract Language/Legal Issue
2042,Failure to Timely Respond; Corrective Action Taken; Insufficient Information
2043,Failure to Timely Respond; Information Furnished
2044,Failure to Timely Respond; Information Furnished; Additional Monies Received
2045,Failure to Timely Respond; Information Furnished; Additional Payment Expected
2046,Failure to Timely Respond; Information Furnished; Agent 1st warning
2047,Failure to Timely Respond; Information Furnished; Agent 2nd warning
2048,Failure to Timely Respond; Information Furnished; Claim Settled
2049,Failure to Timely Respond; Information Furnished; Company Position Upheld
2050,Failure to Timely Respond; Information Furnished; Contract Language/Legal Issue
2051,Failure to Timely Respond; Information Furnished; Corrective Action Taken
2052,Failure to Timely Respond; Information Furnished; Policy Issued/Restored
2053,Failure to Timely Respond; Information Furnished; Policy Not In Force
2054,Failure to Timely Respond; Information Furnished; Premium Refunded
2055,Failure to Timely Respond; Information Furnished; Question of Fact
2056,Failure to Timely Respond; Information Furnished; Record Only
2057,Failure to Timely Respond; Information Furnished; Referred for Disciplinary Actn
2058,Failure to Timely Respond; Insufficient Information
2059,Failure to Timely Respond; Insufficient Information; Agent 2nd warning
2060,Failure to Timely Respond; Insufficient Information; Referred for Disciplinary Actn
2061,Failure to Timely Respond; No Enforcement Case Opened
2062,Failure to Timely Respond; No Enforcement Case Opened; Referred for Disciplinary Actn
2063,Failure to Timely Respond; No Jurisdiction
2064,Failure to Timely Respond; No Jurisdiction; Contract Language/Legal Issue
2065,Failure to Timely Respond; No Jurisdiction; Information Furnished
2066,Failure to Timely Respond; No Jurisdiction; Policy Not In Force
2067,Failure to Timely Respond; No Jurisdiction; Referred To
2068,Failure to Timely Respond; Opened/Linked to Case File; Referred for Disciplinary Actn
2069,Failure to Timely Respond; Other
2070,Failure to Timely Respond; Policy Issued/Restored
2071,Failure to Timely Respond; Policy Issued/Restored; Cancellation Withdrawn
2072,Failure to Timely Respond; Policy Issued/Restored; Contract Language/Legal Issue
2073,Failure to Timely Respond; Policy Issued/Restored; Corrective Action Taken
2074,Failure to Timely Respond; Policy Issued/Restored; Information Furnished
2075,Failure to Timely Respond; Policy Not In Force
2076,Failure to Timely Respond; Policy Not In Force; Contract Language/Legal Issue
2077,Failure to Timely Respond; Policy Not In Force; Corrective Action Taken
2078,Failure to Timely Respond; Policy Not In Force; Question of Fact
2079,Failure to Timely Respond; Premium Refunded
2080,Failure to Timely Respond; Premium Refunded; Additional Monies Received
2081,Failure to Timely Respond; Premium Refunded; Claim Settled
2082,Failure to Timely Respond; Premium Refunded; Corrective Action Taken
2083,Failure to Timely Respond; Question of Fact
2084,Failure to Timely Respond; Question of Fact; Additional Monies Received
2085,Failure to Timely Respond; Question of Fact; Additional Payment Expected
2086,Failure to Timely Respond; Question of Fact; Agent 1st warning
2087,Failure to Timely Respond; Question of Fact; Agent 2nd warning
2088,Failure to Timely Respond; Question of Fact; Agent Resp Recvd
2089,Failure to Timely Respond; Question of Fact; Contract Language/Legal Issue
2090,Failure to Timely Respond; Question of Fact; Information Furnished
2091,Failure to Timely Respond; Question of Fact; Referred for Disciplinary Actn
2092,Failure to Timely Respond; Question of Fact; Referred To
2093,Failure to Timely Respond; Referred for Disciplinary Actn
2094,Failure to Timely Respond; Referred for Disciplinary Actn; Additional Monies Received
2095,Failure to Timely Respond; Referred for Disciplinary Actn; Agent 1st warning
2096,Failure to Timely Respond; Referred for Disciplinary Actn; Agent 2nd warning
2097,Failure to Timely Respond; Referred for Disciplinary Actn; Agent Resp Recvd
2098,Failure to Timely Respond; Referred for Disciplinary Actn; Apparent Unlicensed Activity
2099,Failure to Timely Respond; Referred for Disciplinary Actn; Contract Language/Legal Issue
2100,Failure to Timely Respond; Referred for Disciplinary Actn; Information Furnished
2101,Failure to Timely Respond; Referred for Disciplinary Actn; No Enforcement Case Opened
2102,Failure to Timely Respond; Referred for Disciplinary Actn; Opened/Linked to Case File
2103,Failure to Timely Respond; Referred for Disciplinary Actn; Question of Fact
2104,Failure to Timely Respond; Referred To
2105,Failure to Timely Respond; Referred To; Agent 1st warning
2106,Failure to Timely Respond; Referred To; Agent 2nd warning
2107,Failure to Timely Respond; Referred To; No Jurisdiction
2108,Failure to Timely Respond; Referred To; Question of Fact
2109,Failure to Timely Respond; Stat Pen Pd-Over 90 Dys Late; Additional Monies Received
2110,FM Reg Revoked; Question of Fact
2111,FM Unfounded No Violation
2112,FM Unfounded No Violation; Question of Fact
2113,FM Verbal Warning; No Jurisdiction; Information Furnished
2114,FM Warning Ltr
2115,Information Furnished
2116,Information Furnished; Additional Monies Received
2117,Information Furnished; Additional Monies Received; Additional Payment Expected
2118,Information Furnished; Additional Monies Received; Appraisal Process Invoked
2119,Information Furnished; Additional Monies Received; Cancel/Non-Renewal Upheld
2120,Information Furnished; Additional Monies Received; Cancellation Withdrawn
2121,Information Furnished; Additional Monies Received; Cash Surrender Paid
2122,Information Furnished; Additional Monies Received; Claim Not Clean
2123,Information Furnished; Additional Monies Received; Claim Settled
2124,Information Furnished; Additional Monies Received; Clean Claims Violation
2125,Information Furnished; Additional Monies Received; Company Position Upheld
2126,Information Furnished; Additional Monies Received; Complainant Retained Attorney
2127,Information Furnished; Additional Monies Received; Complaint Withdrawn
2128,Information Furnished; Additional Monies Received; Contract Language/Legal Issue
2129,Information Furnished; Additional Monies Received; Corrective Action Taken
2130,Information Furnished; Additional Monies Received; Failure to Timely Respond
2131,Information Furnished; Additional Monies Received; Insufficient Information
2132,Information Furnished; Additional Monies Received; Mediation Billed Amount
2133,Information Furnished; Additional Monies Received; Mediation Not Eligible
2134,Information Furnished; Additional Monies Received; No Jurisdiction
2135,Information Furnished; Additional Monies Received; Other
2136,Information Furnished; Additional Monies Received; Policy Issued/Restored
2137,Information Furnished; Additional Monies Received; Policy Not In Force
2138,Information Furnished; Additional Monies Received; Premium Refunded
2139,Information Furnished; Additional Monies Received; Question of Fact
2140,Information Furnished; Additional Monies Received; Referred for Disciplinary Actn
2141,Information Furnished; Additional Monies Received; Referred To
2142,Information Furnished; Additional Monies Received; Stat Pen Pd-Over 90 Dys Late
2143,Information Furnished; Additional Monies Received; Stat Pen Pd-Up To 45 Dys Late
2144,Information Furnished; Additional Payment Expected
2145,Information Furnished; Additional Payment Expected; Additional Monies Received
2146,Information Furnished; Additional Payment Expected; Appraisal Process Invoked
2147,Information Furnished; Additional Payment Expected; Cancel/Non-Renewal Upheld
2148,Information Furnished; Additional Payment Expected; Claim Not Clean
2149,Information Furnished; Additional Payment Expected; Claim Settled
2150,Information Furnished; Additional Payment Expected; Clean Claims Violation
2151,Information Furnished; Additional Payment Expected; Company Position Upheld
2152,Information Furnished; Additional Payment Expected; Complainant Retained Attorney
2153,Information Furnished; Additional Payment Expected; Contract Language/Legal Issue
2154,Information Furnished; Additional Payment Expected; Corrective Action Taken
2155,Information Furnished; Additional Payment Expected; Failure to Timely Respond
2156,Information Furnished; Additional Payment Expected; Mediation Billed Amount
2157,Information Furnished; Additional Payment Expected; Mediation Not Eligible
2158,Information Furnished; Additional Payment Expected; No Jurisdiction
2159,Information Furnished; Additional Payment Expected; Policy Issued/Restored
2160,Information Furnished; Additional Payment Expected; Policy Not In Force
2161,Information Furnished; Additional Payment Expected; Premium Refunded
2162,Information Furnished; Additional Payment Expected; Question of Fact
2163,Information Furnished; Additional Payment Expected; Record Only
2164,Information Furnished; Additional Payment Expected; Referred for Disciplinary Actn
2165,Information Furnished; Additional Payment Expected; Stat Pen Pd-Over 90 Dys Late
2166,Information Furnished; Advertising Withdrawn/Amended
2167,Information Furnished; Agent 1st warning
2168,Information Furnished; Agent 1st warning; Failure to Timely Respond
2169,Information Furnished; Agent Resp Recvd
2170,Information Furnished; Agent Resp Recvd; Contract Language/Legal Issue
2171,Information Furnished; Agent Resp Recvd; Failure to Timely Respond
2172,Information Furnished; Apparent Unlicensed Activity; Referred for Disciplinary Actn
2173,Information Furnished; Appraisal Process Invoked
2174,Information Furnished; Appraisal Process Invoked; Additional Monies Received
2175,Information Furnished; Appraisal Process Invoked; Additional Payment Expected
2176,Information Furnished; Appraisal Process Invoked; Claim Settled
2177,Information Furnished; Appraisal Process Invoked; Contract Language/Legal Issue
2178,Information Furnished; Appraisal Process Invoked; Question of Fact
2179,Information Furnished; Cancel/Non-Renewal Upheld
2180,Information Furnished; Cancel/Non-Renewal Upheld; Additional Monies Received
2181,Information Furnished; Cancel/Non-Renewal Upheld; Company Position Upheld
2182,Information Furnished; Cancel/Non-Renewal Upheld; Complainant Retained Attorney
2183,Information Furnished; Cancel/Non-Renewal Upheld; Contract Language/Legal Issue
2184,Information Furnished; Cancel/Non-Renewal Upheld; Policy Not In Force
2185,Information Furnished; Cancel/Non-Renewal Upheld; Premium Refunded
2186,Information Furnished; Cancel/Non-Renewal Upheld; Question of Fact
2187,Information Furnished; Cancellation Withdrawn
2188,Information Furnished; Cancellation Withdrawn; Contract Language/Legal Issue
2189,Information Furnished; Cancellation Withdrawn; Corrective Action Taken
2190,Information Furnished; Cancellation Withdrawn; Policy Issued/Restored
2191,Information Furnished; Cancellation Withdrawn; Premium Refunded
2192,Information Furnished; Cancellation Withdrawn; Question of Fact
2193,Information Furnished; Cancellation Withdrawn; Referred To
2194,Information Furnished; Cash Surrender Paid
2195,Information Furnished; Cash Surrender Paid; Additional Monies Received
2196,Information Furnished; Cash Surrender Paid; Contract Language/Legal Issue
2197,Information Furnished; Cash Surrender Paid; Corrective Action Taken
2198,Information Furnished; Cash Surrender Paid; Policy Not In Force
2199,Information Furnished; Claim Not Clean
2200,Information Furnished; Claim Not Clean; Additional Monies Received
2201,Information Furnished; Claim Not Clean; Company Position Upheld
2202,Information Furnished; Claim Not Clean; Contract Language/Legal Issue
2203,Information Furnished; Claim Not Clean; Corrective Action Taken
2204,Information Furnished; Claim Settled
2205,Information Furnished; Claim Settled; Additional Monies Received
2206,Information Furnished; Claim Settled; Additional Payment Expected
2207,Information Furnished; Claim Settled; Appraisal Process Invoked
2208,Information Furnished; Claim Settled; Company Position Upheld
2209,Information Furnished; Claim Settled; Complainant Retained Attorney
2210,Information Furnished; Claim Settled; Complaint Withdrawn
2211,Information Furnished; Claim Settled; Contract Language/Legal Issue
2212,Information Furnished; Claim Settled; Corrective Action Taken
2213,Information Furnished; Claim Settled; Failure to Timely Respond
2214,Information Furnished; Claim Settled; Insufficient Information
2215,Information Furnished; Claim Settled; Mediation Billed Amount
2216,Information Furnished; Claim Settled; Mediation Not Eligible
2217,Information Furnished; Claim Settled; No Jurisdiction
2218,Information Furnished; Claim Settled; Premium Refunded
2219,Information Furnished; Claim Settled; Question of Fact
2220,Information Furnished; Claim Settled; Stat Pen Pd-Over 90 Dys Late
2221,Information Furnished; Claim Settled; Stat Pen Pd-Up To 45 Dys Late
2222,Information Furnished; Clean Claims Violation
2223,Information Furnished; Clean Claims Violation; Additional Monies Received
2224,Information Furnished; Clean Claims Violation; Stat Pen Pd-46 To 90 Dys Late
2225,Information Furnished; Clean Claims Violation; Stat Pen Pd-Up To 45 Dys Late
2226,Information Furnished; Company Position Upheld
2227,Information Furnished; Company Position Upheld; Additional Monies Received
2228,Information Furnished; Company Position Upheld; Additional Payment Expected
2229,Information Furnished; Company Position Upheld; Appraisal Process Invoked
2230,Information Furnished; Company Position Upheld; Cancel/Non-Renewal Upheld
2231,Information Furnished; Company Position Upheld; Claim Not Clean
2232,Information Furnished; Company Position Upheld; Claim Settled
2233,Information Furnished; Company Position Upheld; Complainant Retained Attorney
2234,Information Furnished; Company Position Upheld; Complaint Withdrawn
2235,Information Furnished; Company Position Upheld; Consumer Withdraw
2236,Information Furnished; Company Position Upheld; Contract Language/Legal Issue
2237,Information Furnished; Company Position Upheld; Corrective Action Taken
2238,Information Furnished; Company Position Upheld; No Jurisdiction
2239,Information Furnished; Company Position Upheld; Overpaid Claim Recouped
2240,Information Furnished; Company Position Upheld; Policy Not In Force
2241,Information Furnished; Company Position Upheld; Premium Refunded
2242,Information Furnished; Company Position Upheld; Question of Fact
2243,Information Furnished; Company Position Upheld; Rate Problem Resolved
2244,Information Furnished; Company Position Upheld; Referred To
2245,Information Furnished; Complainant Retained Attorney
2246,Information Furnished; Complainant Retained Attorney; Additional Monies Received
2247,Information Furnished; Complainant Retained Attorney; Additional Payment Expected
2248,Information Furnished; Complainant Retained Attorney; Claim Settled
2249,Information Furnished; Complainant Retained Attorney; Company Position Upheld
2250,Information Furnished; Complainant Retained Attorney; Contract Language/Legal Issue
2251,Information Furnished; Complainant Retained Attorney; No Jurisdiction
2252,Information Furnished; Complainant Retained Attorney; Policy Not In Force
2253,Information Furnished; Complainant Retained Attorney; Premium Refunded
2254,Information Furnished; Complainant Retained Attorney; Question of Fact
2255,Information Furnished; Complaint Withdrawn
2256,Information Furnished; Complaint Withdrawn; Additional Monies Received
2257,Information Furnished; Complaint Withdrawn; Claim Settled
2258,Information Furnished; Complaint Withdrawn; Contract Language/Legal Issue
2259,Information Furnished; Complaint Withdrawn; Question of Fact
2260,Information Furnished; Consumer Withdraw
2261,Information Furnished; Consumer Withdraw; Additional Monies Received
2262,Information Furnished; Consumer Withdraw; Corrective Action Taken
2263,Information Furnished; Consumer Withdraw; No Jurisdiction
2264,Information Furnished; Contract Language/Legal Issue
2265,Information Furnished; Contract Language/Legal Issue; Additional Monies Received
2266,Information Furnished; Contract Language/Legal Issue; Additional Payment Expected
